,Código Departamento,Nombre Departamento,Código Municipio,Nombre Municipio,Tipo: Municipio / Isla / Área no municipalizada,longitud,Latitud,helper,Tipo de Nombre,Significado
157,13,BOLÍVAR,13160,CANTAGALLO,Municipio,"-73,914605","7,378678",BOLÍVARCANTAGALLO,Origen Indigena,Deformación de Huacagallo
158,13,BOLÍVAR,13188,CICUCO,Municipio,"-74,645981","9,274281",BOLÍVARCICUCO,Origen Indigena,Derivado del nombre de un cacique malibú
159,13,BOLÍVAR,13212,CÓRDOBA,Municipio,"-74,827399","9,586942",BOLÍVARCÓRDOBA,Origen Europeo,En honor a la ciudad española de Córdoba.
160,13,BOLÍVAR,13222,CLEMENCIA,Municipio,"-75,328469","10,567452",BOLÍVARCLEMENCIA,Origen por nombre de una persona,Por María Clemencia Grau antigua propietaria
161,13,BOLÍVAR,13244,EL CARMEN DE BOLÍVAR,Municipio,"-75,121178","9,718653",BOLÍVAREL CARMEN DE BOLÍVAR,Origen Religioso,En honor a la Virgen del Carmen  
162,13,BOLÍVAR,13248,EL GUAMO,Municipio,"-74,976084","10,030958",BOLÍVAREL GUAMO,Origen Natural,Por el árbol guamo
163,13,BOLÍVAR,13268,EL PEÑÓN,Municipio,"-73,949274","8,988271",BOLÍVAREL PEÑÓN,Origen Natural,Por un peñón o roca prominente cerca del río Magdalena.
164,13,BOLÍVAR,13300,HATILLO DE LOBA,Municipio,"-74,077912","8,956014",BOLÍVARHATILLO DE LOBA,Origen Natural,Nombrado por la presencia de lobos en un pequeño monte o hatillo.
165,13,BOLÍVAR,13430,MAGANGUÉ,Municipio,"-74,766742","9,263799",BOLÍVARMAGANGUÉ,Origen Indigena,Nombre indígena del río Magdalena
166,13,BOLÍVAR,13433,MAHATES,Municipio,"-75,191643","10,233285",BOLÍVARMAHATES,Origen Indigena,Nombre de un grupo indígena malibú
167,13,BOLÍVAR,13440,MARGARITA,Municipio,"-74,285137","9,15784",BOLÍVARMARGARITA,Origen por nombre de una persona,Por Margarita Durán de Cogollo propietaria momposina
168,13,BOLÍVAR,13442,MARÍA LA BAJA,Municipio,"-75,300516","9,982402",BOLÍVARMARÍA LA BAJA,Origen Religioso,En honor a la Virgen María  
169,13,BOLÍVAR,13458,MONTECRISTO,Municipio,"-74,471176","8,297234",BOLÍVARMONTECRISTO,Origen Europeo,"En alusión a la isla y la novela ""El conde de Montecristo""."
170,13,BOLÍVAR,13468,SANTA CRUZ DE MOMPOX,Municipio,"-74,42818","9,244241",BOLÍVARSANTA CRUZ DE MOMPOX,Origen Religioso,Por la cruz cristiana  
171,13,BOLÍVAR,13473,MORALES,Municipio,"-73,868172","8,276558",BOLÍVARMORALES,Origen por nombre de una persona,Por Pedro Vicente de Morales (fundador)
172,13,BOLÍVAR,13490,NOROSÍ,Municipio,"-74,038003","8,526259",BOLÍVARNOROSÍ,Origen Indigena,Nombre indígena de origen perdido
173,13,BOLÍVAR,13549,PINILLOS,Municipio,"-74,462279","8,914947",BOLÍVARPINILLOS,Origen por nombre de una persona,Por Pedro Martínez de Pinillos benefactor
174,13,BOLÍVAR,13580,REGIDOR,Municipio,"-73,821638","8,666258",BOLÍVARREGIDOR,Origen por nombre de una persona,Por encomendero o autoridad local colonial.
175,13,BOLÍVAR,13600,RÍO VIEJO,Municipio,"-73,840466","8,58795",BOLÍVARRÍO VIEJO,Origen Natural,Por el río viejo que marca la geografía local.
176,13,BOLÍVAR,13620,SAN CRISTÓBAL,Municipio,"-75,065076","10,392836",BOLÍVARSAN CRISTÓBAL,Origen Religioso,En honor a San Cristóbal santo católico.
177,13,BOLÍVAR,13647,SAN ESTANISLAO,Municipio,"-75,153101","10,398602",BOLÍVARSAN ESTANISLAO,Origen Religioso,Por San Estanislao santo patrón.
178,13,BOLÍVAR,13650,SAN FERNANDO,Municipio,"-74,323811","9,214183",BOLÍVARSAN FERNANDO,Origen Religioso,En honor a San Fernando  
179,13,BOLÍVAR,13654,SAN JACINTO,Municipio,"-75,12105","9,830275",BOLÍVARSAN JACINTO,Origen Religioso,En honor a San Jacinto de Cracovia  
180,13,BOLÍVAR,13655,SAN JACINTO DEL CAUCA,Municipio,"-74,721156","8,25158",BOLÍVARSAN JACINTO DEL CAUCA,Origen Religioso,En honor a San Jacinto de Cracovia  
181,13,BOLÍVAR,13657,SAN JUAN NEPOMUCENO,Municipio,"-75,081761","9,953751",BOLÍVARSAN JUAN NEPOMUCENO,Origen Religioso,En honor a San Juan Nepomuceno  
182,13,BOLÍVAR,13667,SAN MARTÍN DE LOBA,Municipio,"-74,039134","8,937485",BOLÍVARSAN MARTÍN DE LOBA,Origen Religioso,En honor a San Martín de Tours  
183,13,BOLÍVAR,13670,SAN PABLO,Municipio,"-73,924602","7,476747",BOLÍVARSAN PABLO,Origen Religioso,En honor a San Pablo apóstol  
184,13,BOLÍVAR,13673,SANTA CATALINA,Municipio,"-75,287855","10,605294",BOLÍVARSANTA CATALINA,Origen Religioso,En honor a Santa Catalina de Alejandría  
185,13,BOLÍVAR,13683,SANTA ROSA,Municipio,"-75,369824","10,444396",BOLÍVARSANTA ROSA,Origen Religioso,En honor a Santa Rosa de Lima  
186,13,BOLÍVAR,13688,SANTA ROSA DEL SUR,Municipio,"-74,052243","7,963938",BOLÍVARSANTA ROSA DEL SUR,Origen Religioso,En honor a Santa Rosa de Lima  
187,13,BOLÍVAR,13744,SIMITÍ,Municipio,"-73,947264","7,953916",BOLÍVARSIMITÍ,Origen Indigena,Nombre indígena tradicional con referencias históricas desde 1537
188,13,BOLÍVAR,13760,SOPLAVIENTO,Municipio,"-75,136404","10,38839",BOLÍVARSOPLAVIENTO,Otro Origen,Por los fuertes vientos en la región
189,13,BOLÍVAR,13780,TALAIGUA NUEVO,Municipio,"-74,567479","9,30403",BOLÍVARTALAIGUA NUEVO,Origen Indigena,Nombre indígena relacionado con el río Talaigua.
190,13,BOLÍVAR,13810,TIQUISIO,Municipio,"-74,262922","8,558666",BOLÍVARTIQUISIO,Origen Indigena,Nombre indígena de origen perdido
191,13,BOLÍVAR,13836,TURBACO,Municipio,"-75,427249","10,348316",BOLÍVARTURBACO,Origen Indigena,Nombre indígena derivado del cacique Yurbaco
192,13,BOLÍVAR,13838,TURBANÁ,Municipio,"-75,44265","10,274585",BOLÍVARTURBANÁ,Origen Indigena,Nombre indígena derivado de cacique Yurbaná
193,13,BOLÍVAR,13873,VILLANUEVA,Municipio,"-75,275613","10,444089",BOLÍVARVILLANUEVA,Otro Origen,Por ser una villa fundada recientemente.
194,13,BOLÍVAR,13894,ZAMBRANO,Municipio,"-74,817879","9,746306",BOLÍVARZAMBRANO,Origen por nombre de una persona,Por la familia Zambrano
195,15,BOYACÁ,15001,TUNJA,Municipio,"-73,355539","5,53988",BOYACÁTUNJA,Origen Indigena,"Del muisca, 'cercado de cacique'"
196,15,BOYACÁ,15022,ALMEIDA,Municipio,"-73,378933","4,970857",BOYACÁALMEIDA,Origen Indigena,Derivado de nombre indígena
197,15,BOYACÁ,15047,AQUITANIA,Municipio,"-72,88399","5,518602",BOYACÁAQUITANIA,Origen Europeo,Por región francesa de Aquitania  
198,15,BOYACÁ,15051,ARCABUCO,Municipio,"-73,437503","5,755673",BOYACÁARCABUCO,Origen Indigena,Por cacique o término indígena
199,15,BOYACÁ,15087,BELÉN,Municipio,"-72,911641","5,98923",BOYACÁBELÉN,Origen Religioso,En honor a la ciudad bíblica Belén  
200,15,BOYACÁ,15090,BERBEO,Municipio,"-73,12721","5,227451",BOYACÁBERBEO,Origen Indigena,"Nombre muisca, municipio pequeño con patrimonio colonial"
201,15,BOYACÁ,15092,BETÉITIVA,Municipio,"-72,809014","5,909978",BOYACÁBETÉITIVA,Origen Indigena,"Nombre muisca, origen en la historia de Betacín"
202,15,BOYACÁ,15097,BOAVITA,Municipio,"-72,584905","6,330703",BOYACÁBOAVITA,Origen Indigena,"Nombre muisca, terminación -vita (cumbre, cresta)"
203,15,BOYACÁ,15104,BOYACÁ,Municipio,"-73,361945","5,454578",BOYACÁBOYACÁ,Origen Indigena,"Nombre muisca, terminación -cá (cercado)"
204,15,BOYACÁ,15106,BRICEÑO,Municipio,"-73,92326","5,690879",BOYACÁBRICEÑO,Origen por nombre de una persona,Por Manuel Briceño Fernández general conservador
205,15,BOYACÁ,15109,BUENAVISTA,Municipio,"-73,94217","5,512594",BOYACÁBUENAVISTA,Origen Natural,Por observatorio natural o bello panorama
206,15,BOYACÁ,15114,BUSBANZÁ,Municipio,"-72,884158","5,831393",BOYACÁBUSBANZÁ,Origen Indigena,Por pueblo indígena embera o término muisca
207,15,BOYACÁ,15131,CALDAS,Municipio,"-73,865553","5,55458",BOYACÁCALDAS,Origen por nombre de una persona,Por Francisco José de Caldas
208,15,BOYACÁ,15135,CAMPOHERMOSO,Municipio,"-73,104173","5,031676",BOYACÁCAMPOHERMOSO,Otro Origen,Por lo hermoso (belleza) del campo
209,15,BOYACÁ,15162,CERINZA,Municipio,"-72,947918","5,955939",BOYACÁCERINZA,Origen Indigena,Nombre indígena muisca
210,15,BOYACÁ,15172,CHINAVITA,Municipio,"-73,368476","5,167486",BOYACÁCHINAVITA,Origen Indigena,Nombre muisca
211,15,BOYACÁ,15176,CHIQUINQUIRÁ,Municipio,"-73,818745","5,61379",BOYACÁCHIQUINQUIRÁ,Origen Indigena,"Nombre muisca, significa 'ciénaga de los muiscas'"
212,15,BOYACÁ,15180,CHISCAS,Municipio,"-72,500957","6,553136",BOYACÁCHISCAS,Origen Indigena,"Nombre muisca, en las faldas de la Sierra Nevada del Cocuy"
213,15,BOYACÁ,15183,CHITA,Municipio,"-72,471892","6,187083",BOYACÁCHITA,Origen Indigena,"Nombre muisca, terminación -ta"
214,15,BOYACÁ,15185,CHITARAQUE,Municipio,"-73,4471","6,027425",BOYACÁCHITARAQUE,Origen Indigena,Nombre muisca
215,15,BOYACÁ,15187,CHIVATÁ,Municipio,"-73,282529","5,558949",BOYACÁCHIVATÁ,Origen Indigena,"Nombre muisca, entorno apacible y pintoresco"
216,15,BOYACÁ,15189,CIÉNEGA,Municipio,"-73,296049","5,408694",BOYACÁCIÉNEGA,Origen Indigena,"Del chibcha ""Sie"" deidad de las aguas"
217,15,BOYACÁ,15204,CÓMBITA,Municipio,"-73,323957","5,634545",BOYACÁCÓMBITA,Origen Indigena,Nombre muisca
218,15,BOYACÁ,15212,COPER,Municipio,"-74,045636","5,475074",BOYACÁCOPER,Origen Indigena,Nombre indígena muzo-caribe
219,15,BOYACÁ,15215,CORRALES,Municipio,"-72,844795","5,828064",BOYACÁCORRALES,Origen Natural,Por los corrales de ganado construidos por los colonizadores.
220,15,BOYACÁ,15218,COVARACHÍA,Municipio,"-72,738978","6,500177",BOYACÁCOVARACHÍA,Origen Indigena,"Nombre muisca, variante de Chía"
221,15,BOYACÁ,15223,CUBARÁ,Municipio,"-72,107939","6,997275",BOYACÁCUBARÁ,Origen Indigena,Nombre indígena uwa o tunebo
222,15,BOYACÁ,15224,CUCAITA,Municipio,"-73,454338","5,544452",BOYACÁCUCAITA,Origen Indigena,"Nombre muisca, terminación -ta"
223,15,BOYACÁ,15226,CUÍTIVA,Municipio,"-72,965923","5,580367",BOYACÁCUÍTIVA,Origen Indigena,"Nombre muisca, junto a Aquitania y Tota en la laguna"
224,15,BOYACÁ,15232,CHÍQUIZA,Municipio,"-73,449463","5,639834",BOYACÁCHÍQUIZA,Origen Indigena,Nombre muisca
225,15,BOYACÁ,15236,CHIVOR,Municipio,"-73,368398","4,888173",BOYACÁCHIVOR,Origen Indigena,"Significa ""nido azul"" por los yacimientos de esmeraldas."
226,15,BOYACÁ,15238,DUITAMA,Municipio,"-73,03063","5,822964",BOYACÁDUITAMA,Origen Indigena,"Nombre del cacique Duitama, muisca, que significa 'cercado o fortaleza'"
227,15,BOYACÁ,15244,EL COCUY,Municipio,"-72,444537","6,407738",BOYACÁEL COCUY,Origen Indigena,Palabra chibcha que significa “valle de las conchas”.
228,15,BOYACÁ,15248,EL ESPINO,Municipio,"-72,497007","6,483027",BOYACÁEL ESPINO,Origen Natural,Por el arbusto espino
229,15,BOYACÁ,15272,FIRAVITOBA,Municipio,"-72,993392","5,668885",BOYACÁFIRAVITOBA,Origen Indigena,Nombre muisca; localidad en la provincia de Sugamuxi
230,15,BOYACÁ,15276,FLORESTA,Municipio,"-72,918111","5,859519",BOYACÁFLORESTA,Origen Indigena,Nombre muisca
231,15,BOYACÁ,15293,GACHANTIVÁ,Municipio,"-73,549092","5,751891",BOYACÁGACHANTIVÁ,Origen Indigena,Por vocablo muisca que significa 'cercado y labranza'
232,15,BOYACÁ,15296,GÁMEZA,Municipio,"-72,80553","5,802333",BOYACÁGÁMEZA,Origen Indigena,"Nombre de un cacique local, provincia de Sugamuxi"
233,15,BOYACÁ,15299,GARAGOA,Municipio,"-73,364413","5,083234",BOYACÁGARAGOA,Origen Indigena,"Nombre muisca, iglesia catedral monumental"
234,15,BOYACÁ,15317,GUACAMAYAS,Municipio,"-72,500812","6,459667",BOYACÁGUACAMAYAS,Origen Natural,Por el ave guacamaya (origen guaraní)
235,15,BOYACÁ,15322,GUATEQUE,Municipio,"-73,471207","5,007321",BOYACÁGUATEQUE,Origen Indigena,Nombre muisca
236,15,BOYACÁ,15325,GUAYATÁ,Municipio,"-73,489698","4,967122",BOYACÁGUAYATÁ,Origen Indigena,"Nombre muisca, terminación -ta"
237,15,BOYACÁ,15332,GÜICÁN DE LA SIERRA,Municipio,"-72,411763","6,462864",BOYACÁGÜICÁN DE LA SIERRA,Origen Indigena,Por vocablo indígena para habitante local
238,15,BOYACÁ,15362,IZA,Municipio,"-72,979559","5,611577",BOYACÁIZA,Origen Indigena,"Nombre muisca, conocida por sus aguas termales"
239,15,BOYACÁ,15367,JENESANO,Municipio,"-73,363738","5,385813",BOYACÁJENESANO,Origen Europeo,Por Genazzano  Italia 
240,15,BOYACÁ,15368,JERICÓ,Municipio,"-72,571122","6,145735",BOYACÁJERICÓ,Origen Religioso,Por ciudad bíblica de Jericó  
241,15,BOYACÁ,15377,LABRANZAGRANDE,Municipio,"-72,57777","5,562687",BOYACÁLABRANZAGRANDE,Origen Natural,Por actividad agrícola de colonos
242,15,BOYACÁ,15380,LA CAPILLA,Municipio,"-73,444347","5,095687",BOYACÁLA CAPILLA,Origen Religioso,Por una aparición de la Virgen de la Candelaria  
243,15,BOYACÁ,15401,LA VICTORIA,Municipio,"-74,234393","5,523792",BOYACÁLA VICTORIA,Otro Origen,Por la victoria obtenida sobre dificultades o en fundaciones locales.
244,15,BOYACÁ,15403,LA UVITA,Municipio,"-72,559982","6,31616",BOYACÁLA UVITA,Origen Indigena,"Nombre muisca, hace referencia a meseta"
245,15,BOYACÁ,15407,VILLA DE LEYVA,Municipio,"-73,524948","5,632455",BOYACÁVILLA DE LEYVA,Origen Indigena,Por fundador español Don Antonio de Leyva y referencia indígena local
246,15,BOYACÁ,15425,MACANAL,Municipio,"-73,319593","4,972464",BOYACÁMACANAL,Origen Natural,Por la palmera macana usada por indígenas
247,15,BOYACÁ,15442,MARIPÍ,Municipio,"-74,00405","5,550091",BOYACÁMARIPÍ,Origen Indigena,"Nombre indígena muzo, caribe, grupo minero extinto"
248,15,BOYACÁ,15455,MIRAFLORES,Municipio,"-73,14563","5,196515",BOYACÁMIRAFLORES,Origen Europeo,Por Miraflores  España 
249,15,BOYACÁ,15464,MONGUA,Municipio,"-72,79809","5,754242",BOYACÁMONGUA,Origen Indigena,Por palabra muisca con significado puntual
250,15,BOYACÁ,15466,MONGUÍ,Municipio,"-72,849292","5,723486",BOYACÁMONGUÍ,Origen Indigena,"Nombre muisca, famosa basílica menor"
251,15,BOYACÁ,15469,MONIQUIRÁ,Municipio,"-73,573374","5,876331",BOYACÁMONIQUIRÁ,Origen Indigena,Nombre muisca: 'cercado de baño'
252,15,BOYACÁ,15476,MOTAVITA,Municipio,"-73,367841","5,5777",BOYACÁMOTAVITA,Origen Indigena,Nombre muisca
253,15,BOYACÁ,15480,MUZO,Municipio,"-74,10269","5,532758",BOYACÁMUZO,Origen Indigena,Nombre indígena; importante centro de explotación de esmeraldas de la etnia muzo
254,15,BOYACÁ,15491,NOBSA,Municipio,"-72,937042","5,768046",BOYACÁNOBSA,Origen Indigena,"Nombre muisca, famosa por sus tejidos"
255,15,BOYACÁ,15494,NUEVO COLÓN,Municipio,"-73,456759","5,355317",BOYACÁNUEVO COLÓN,Origen por nombre de una persona,En honor a Cristóbal Colón (antes Chiriví)
256,15,BOYACÁ,15500,OICATÁ,Municipio,"-73,308399","5,595235",BOYACÁOICATÁ,Origen Indigena,"Nombre muisca, terminación -ta"
257,15,BOYACÁ,15507,OTANCHE,Municipio,"-74,180965","5,657536",BOYACÁOTANCHE,Origen Indigena,Nombre indígena muzo-caribe
258,15,BOYACÁ,15511,PACHAVITA,Municipio,"-73,396953","5,140065",BOYACÁPACHAVITA,Origen Indigena,Nombre muisca
259,15,BOYACÁ,15514,PÁEZ,Municipio,"-73,052737","5,097319",BOYACÁPÁEZ,Origen por nombre de una persona,En honor a José Antonio Páez militar venezolano
260,15,BOYACÁ,15516,PAIPA,Municipio,"-73,11782","5,779894",BOYACÁPAIPA,Origen Indigena,Nombre muisca
261,15,BOYACÁ,15518,PAJARITO,Municipio,"-72,703231","5,293783",BOYACÁPAJARITO,Origen Natural,Derivado probablemente de “pájaro”; otras versiones indican posible origen indígena
262,15,BOYACÁ,15522,PANQUEBA,Municipio,"-72,459424","6,443416",BOYACÁPANQUEBA,Origen Indigena,"Nombre muisca, pueblo natal del maestro Luis A. Calvo"
263,15,BOYACÁ,15531,PAUNA,Municipio,"-73,978449","5,656323",BOYACÁPAUNA,Origen Indigena,"Nombre indígena, de etnia caribe muzo"
264,15,BOYACÁ,15533,PAYA,Municipio,"-72,423775","5,625699",BOYACÁPAYA,Origen Indigena,"Nombre muisca, población olvidada"
265,15,BOYACÁ,15537,PAZ DE RÍO,Municipio,"-72,749137","5,987645",BOYACÁPAZ DE RÍO,Origen Indigena,Nombre muisca
266,15,BOYACÁ,15542,PESCA,Municipio,"-73,050872","5,558808",BOYACÁPESCA,Origen Indigena,Nombre muisca
267,15,BOYACÁ,15550,PISBA,Municipio,"-72,486023","5,72141",BOYACÁPISBA,Origen Indigena,"Nombre muisca, nombre del páramo y del cacique de la zona"
268,15,BOYACÁ,15572,PUERTO BOYACÁ,Municipio,"-74,587782","5,976646",BOYACÁPUERTO BOYACÁ,Origen Natural,Por ubicación en el río Magdalena albergando puerto
269,15,BOYACÁ,15580,QUÍPAMA,Municipio,"-74,180033","5,52055",BOYACÁQUÍPAMA,Origen Indigena,Nombre indígena muzo; zona de explotación de esmeraldas
270,15,BOYACÁ,15599,RAMIRIQUÍ,Municipio,"-73,334839","5,400303",BOYACÁRAMIRIQUÍ,Origen Indigena,Del cacique Ramiriquí muisca
271,15,BOYACÁ,15600,RÁQUIRA,Municipio,"-73,632543","5,539136",BOYACÁRÁQUIRA,Origen Indigena,Nombre muisca: 'ciudad de las ollas'
272,15,BOYACÁ,15621,RONDÓN,Municipio,"-73,208474","5,357378",BOYACÁRONDÓN,Origen por nombre de una persona,En honor a Juan José Rondón prócer de independencia
273,15,BOYACÁ,15632,SABOYÁ,Municipio,"-73,764456","5,697756",BOYACÁSABOYÁ,Origen Indigena,Del lenguaje muisca
274,15,BOYACÁ,15638,SÁCHICA,Municipio,"-73,542539","5,584305",BOYACÁSÁCHICA,Origen Indigena,Por el cacique Sáchica que gobernaba la zona.
275,15,BOYACÁ,15646,SAMACÁ,Municipio,"-73,485589","5,492161",BOYACÁSAMACÁ,Origen Indigena,"Nombre muisca, terminación -cá (cercado)"
276,15,BOYACÁ,15660,SAN EDUARDO,Municipio,"-73,077747","5,22401",BOYACÁSAN EDUARDO,Origen Religioso,En honor a San Eduardo  
277,15,BOYACÁ,15664,SAN JOSÉ DE PARE,Municipio,"-73,545397","6,018924",BOYACÁSAN JOSÉ DE PARE,Origen Religioso,Patrocinado por San José  
278,15,BOYACÁ,15667,SAN LUIS DE GACENO,Municipio,"-73,168076","4,81976",BOYACÁSAN LUIS DE GACENO,Origen Religioso,En honor a San Luis Bertrán  
279,15,BOYACÁ,15673,SAN MATEO,Municipio,"-72,555264","6,401683",BOYACÁSAN MATEO,Origen Religioso,En honor a San Mateo  
280,15,BOYACÁ,15676,SAN MIGUEL DE SEMA,Municipio,"-73,722009","5,518083",BOYACÁSAN MIGUEL DE SEMA,Origen Religioso,En honor al Arcángel San Miguel  
281,15,BOYACÁ,15681,SAN PABLO DE BORBUR,Municipio,"-74,069963","5,650743",BOYACÁSAN PABLO DE BORBUR,Origen Religioso,En honor a San Pablo apóstol  
282,15,BOYACÁ,15686,SANTANA,Municipio,"-73,481639","6,056866",BOYACÁSANTANA,Origen Religioso,En honor a Santa Ana  madre de la Virgen María 
283,15,BOYACÁ,15690,SANTA MARÍA,Municipio,"-73,263518","4,857193",BOYACÁSANTA MARÍA,Origen Religioso,En honor a la Virgen María  
284,15,BOYACÁ,15693,SANTA ROSA DE VITERBO,Municipio,"-72,982461","5,874547",BOYACÁSANTA ROSA DE VITERBO,Origen Religioso,En honor a Santa Rosa de Viterbo  Italia 
285,15,BOYACÁ,15696,SANTA SOFÍA,Municipio,"-73,602707","5,713269",BOYACÁSANTA SOFÍA,Origen Religioso,Nombrado en honor a la esposa de Rafael Reyes y alude a santa Sofía  
286,15,BOYACÁ,15720,SATIVANORTE,Municipio,"-72,708458","6,131132",BOYACÁSATIVANORTE,Origen Indigena,"Nombre muisca, resultado de la reubicación del antiguo Sátiva"
287,15,BOYACÁ,15723,SATIVASUR,Municipio,"-72,712435","6,093183",BOYACÁSATIVASUR,Origen Indigena,"Nombre muisca, resultado de la reubicación del antiguo Sátiva"
288,15,BOYACÁ,15740,SIACHOQUE,Municipio,"-73,24466","5,511811",BOYACÁSIACHOQUE,Origen Indigena,Palabra muisca que significa “montaña elevada”.
289,15,BOYACÁ,15753,SOATÁ,Municipio,"-72,684051","6,331945",BOYACÁSOATÁ,Origen Indigena,"Nombre muisca, 'sol', terminación -ta"
290,15,BOYACÁ,15755,SOCOTÁ,Municipio,"-72,636653","6,041162",BOYACÁSOCOTÁ,Origen Indigena,"Nombre muisca, terminación -ta"
291,15,BOYACÁ,15757,SOCHA,Municipio,"-72,691963","5,996717",BOYACÁSOCHA,Origen Indigena,"Nombre muisca, localidad histórica"
292,15,BOYACÁ,15759,SOGAMOSO,Municipio,"-72,924355","5,723976",BOYACÁSOGAMOSO,Origen Indigena,"Del muisca, significa 'morada del sol'"
293,15,BOYACÁ,15761,SOMONDOCO,Municipio,"-73,433393","4,985726",BOYACÁSOMONDOCO,Origen Indigena,Nombre muisca; tierra de chicharrón de cuajada
294,15,BOYACÁ,15762,SORA,Municipio,"-73,450153","5,56684",BOYACÁSORA,Origen Indigena,"Nombre muisca, localidad boyacense"
295,15,BOYACÁ,15763,SOTAQUIRÁ,Municipio,"-73,246585","5,764986",BOYACÁSOTAQUIRÁ,Origen Indigena,"Nombre muisca, derivado de 'quira': poblado"
296,15,BOYACÁ,15764,SORACÁ,Municipio,"-73,332804","5,500898",BOYACÁSORACÁ,Origen Indigena,"Nombre muisca, población cercana a Tunja"
297,15,BOYACÁ,15774,SUSACÓN,Municipio,"-72,690289","6,230332",BOYACÁSUSACÓN,Origen Indigena,Nombre muisca
298,15,BOYACÁ,15776,SUTAMARCHÁN,Municipio,"-73,620536","5,619781",BOYACÁSUTAMARCHÁN,Origen Indigena,Nombre muisca
299,15,BOYACÁ,15778,SUTATENZA,Municipio,"-73,452317","5,022989",BOYACÁSUTATENZA,Origen Indigena,Nombre muisca
300,15,BOYACÁ,15790,TASCO,Municipio,"-72,781011","5,909821",BOYACÁTASCO,Origen Europeo,Por Tasco  México 
301,15,BOYACÁ,15798,TENZA,Municipio,"-73,421176","5,076781",BOYACÁTENZA,Origen Indigena,Por valle claro o lugar iluminado muisca
302,15,BOYACÁ,15804,TIBANÁ,Municipio,"-73,396457","5,317251",BOYACÁTIBANÁ,Origen Indigena,Nombre muisca de lugar sembrado.
303,15,BOYACÁ,15806,TIBASOSA,Municipio,"-72,999449","5,74723",BOYACÁTIBASOSA,Origen Indigena,Nombre muisca
304,15,BOYACÁ,15808,TINJACÁ,Municipio,"-73,646847","5,579713",BOYACÁTINJACÁ,Origen Indigena,Nombre muisca
305,15,BOYACÁ,15810,TIPACOQUE,Municipio,"-72,691729","6,419203",BOYACÁTIPACOQUE,Origen Indigena,Nombre muisca que significa “cercado alto”.
306,15,BOYACÁ,15814,TOCA,Municipio,"-73,184794","5,566464",BOYACÁTOCA,Origen Indigena,"Nombre muisca, con dos iglesias en su plaza"
307,15,BOYACÁ,15816,TOGÜÍ,Municipio,"-73,513655","5,937438",BOYACÁTOGÜÍ,Origen Indigena,Nombre muisca
308,15,BOYACÁ,15820,TÓPAGA,Municipio,"-72,832245","5,768201",BOYACÁTÓPAGA,Origen Indigena,Nombre muisca
309,15,BOYACÁ,15822,TOTA,Municipio,"-72,985898","5,560497",BOYACÁTOTA,Origen Indigena,"Nombre muisca, hace referencia a 'laguna'"
310,15,BOYACÁ,15832,TUNUNGUÁ,Municipio,"-73,933155","5,730582",BOYACÁTUNUNGUÁ,Origen Indigena,"Nombre indígena, relacionado con los muzo"
311,15,BOYACÁ,15835,TURMEQUÉ,Municipio,"-73,491825","5,323261",BOYACÁTURMEQUÉ,Origen Indigena,Nombre muisca
312,15,BOYACÁ,15837,TUTA,Municipio,"-73,230285","5,689082",BOYACÁTUTA,Origen Indigena,"Nombre muisca, localidad boyacense"
313,15,BOYACÁ,15839,TUTAZÁ,Municipio,"-72,856035","6,032608",BOYACÁTUTAZÁ,Origen Indigena,Palabra muisca que significa “lugar del cacique”.
314,15,BOYACÁ,15842,ÚMBITA,Municipio,"-73,456917","5,221176",BOYACÁÚMBITA,Origen Indigena,Nombre muisca
315,15,BOYACÁ,15861,VENTAQUEMADA,Municipio,"-73,522368","5,368739",BOYACÁVENTAQUEMADA,Origen Natural,Por un lugar donde se quemaba un antiguo paradero.
316,15,BOYACÁ,15879,VIRACACHÁ,Municipio,"-73,296894","5,436833",BOYACÁVIRACACHÁ,Origen Indigena,Del muisca “nuestra tierra fértil”.
317,15,BOYACÁ,15897,ZETAQUIRA,Municipio,"-73,17098","5,283443",BOYACÁZETAQUIRA,Origen Indigena,"Por cacique muisca ""Zetaqui"""
318,17,CALDAS,17001,MANIZALES,Municipio,"-75,491025","5,057657",CALDASMANIZALES,Origen Indigena,Del vocablo indígena con referencia a territorio habitado
319,17,CALDAS,17013,AGUADAS,Municipio,"-75,45487","5,610244",CALDASAGUADAS,Origen Natural,Por abundancia de agua
320,17,CALDAS,17042,ANSERMA,Municipio,"-75,784343","5,236471",CALDASANSERMA,Origen Indigena,"Nombre indígena, referencia a la sal como producto local"
321,17,CALDAS,17050,ARANZAZU,Municipio,"-75,49129","5,271195",CALDASARANZAZU,Origen por nombre de una persona,Por Juan de Dios Aranzazu gobernador
322,17,CALDAS,17088,BELALCÁZAR,Municipio,"-75,811918","4,993785",CALDASBELALCÁZAR,Origen por nombre de una persona,En honor a Sebastián de Belalcázar conquistador español
323,17,CALDAS,17174,CHINCHINÁ,Municipio,"-75,607529","4,985227",CALDASCHINCHINÁ,Origen Indigena,"Nombre indígena, posible referencia a una etnia local hoy extinta"
324,17,CALDAS,17272,FILADELFIA,Municipio,"-75,562474","5,297091",CALDASFILADELFIA,Origen Europeo,Por ciudad Filadelfia  Estados Unidos 
325,17,CALDAS,17380,LA DORADA,Municipio,"-74,668819","5,460834",CALDASLA DORADA,Origen Natural,Por el pez dorada del río Magdalena
